Matricola;Cognome;Nome;DataNascita;LuogoNascita;Via;Cap;Citta;SiglaProvincia;Telefono;Email;TitoloStudio
11137;Adinolfi;Antonio;11/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001137;adinolfi.antonio@studenti.its.net;Diploma
11138;Costanzo;Onorato Gabriele;12/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001138;costanzo.onoratogabriele@studenti.its.net;Diploma
11139;Roselli;Francesco Pio;13/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001139;roselli.francescopio@studenti.its.net;Diploma
11140;Ucciero;Giuseppe;14/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001140;ucciero.giuseppe@studenti.its.net;Diploma
11141;D'auria;Enrico;15/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001141;dauria.enrico@studenti.its.net;Diploma
11142;Cerbone;Gerardo;16/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001142;cerbone.gerardo@studenti.its.net;Diploma
11143;Iavazzo;Giuseppe;17/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001143;iavazzo.giuseppe@studenti.its.net;Diploma
11144;Del gaudio;Vincenzo;18/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001144;delgaudio.vincenzo@studenti.its.net;Diploma
11145;Del mondo;Augusto;19/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001145;delmondo.augusto@studenti.its.net;Diploma
11146;Cafaro dei riardi;Antonio;20/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001146;cafarodeiriardi.antonio@studenti.its.net;Diploma
11147;Tuccillo;Francesco Pio;21/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001147;tuccillo.francescopio@studenti.its.net;Diploma
11148;Fiorica;Marco;22/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001148;fiorica.marco@studenti.its.net;Diploma
11149;Sutera sardo;Vincenzo;23/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001149;suterasardo.vincenzo@studenti.its.net;Diploma
11150;Zheng;Steven;24/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001150;zheng.steven@studenti.its.net;Diploma
11151;Fiannaca;Giovanni;25/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001151;fiannaca.giovanni@studenti.its.net;Diploma
11152;Zirafa;Simone;26/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001152;zirafa.simone@studenti.its.net;Diploma
11153;Bonsignore;Pasquale Savio;27/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001153;bonsignore.pasqualesavio@studenti.its.net;Diploma
11154;Moscato;Francesco;28/02/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001154;moscato.francesco@studenti.its.net;Diploma
11155;Ferrera;Calton;01/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001155;ferrera.calton@studenti.its.net;Diploma
11156;Franco jaramillo;Mateo;02/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001156;francojaramillo.mateo@studenti.its.net;Diploma
11157;Traina;Beatrice;03/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001157;traina.beatrice@studenti.its.net;Diploma
11158;Noto campanella;Alfonso;04/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001158;notocampanella.alfonso@studenti.its.net;Diploma
11159;Burgio;Manuel;05/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001159;burgio.manuel@studenti.its.net;Diploma
11160;Sarchioto;Michele;06/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001160;sarchioto.michele@studenti.its.net;Diploma
11161;Massaro;Carmen;07/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001161;massaro.carmen@studenti.its.net;Diploma
11162;Reale;Mirko;08/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001162;reale.mirko@studenti.its.net;Diploma
11163;Zhang;Tingfeng;09/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001163;zhang.tingfeng@studenti.its.net;Diploma
11164;Patrucco;Valerio;10/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001164;patrucco.valerio@studenti.its.net;Diploma
11165;Alberti;Michele;11/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001165;alberti.michele@studenti.its.net;Diploma
11166;Lusso;Cecilia;12/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001166;lusso.cecilia@studenti.its.net;Diploma
11167;Lualdi;Edo;13/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001167;lualdi.edo@studenti.its.net;Diploma
11168;Pala;Alessandro;14/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001168;pala.alessandro@studenti.its.net;Diploma
11169;Rai;Jatin;15/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001169;rai.jatin@studenti.its.net;Diploma
11170;Ballico;Alessandro;16/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001170;ballico.alessandro@studenti.its.net;Diploma
11171;Basso;Luca;17/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001171;basso.luca@studenti.its.net;Diploma
11172;Falossi;Tiziano;18/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001172;falossi.tiziano@studenti.its.net;Diploma
11173;Sbronzeri;Simone;19/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001173;sbronzeri.simone@studenti.its.net;Diploma
11174;Nica;Gabriele;20/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001174;nica.gabriele@studenti.its.net;Diploma
11175;Revolti;Gabriele;21/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001175;revolti.gabriele@studenti.its.net;Diploma
11176;Fontana;Alessio;22/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001176;fontana.alessio@studenti.its.net;Diploma
11177;Scascitelli;Edoardo;23/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001177;scascitelli.edoardo@studenti.its.net;Diploma
11178;Friano;Karol;24/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001178;friano.karol@studenti.its.net;Diploma
11179;Tassa;Manuel;25/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001179;tassa.manuel@studenti.its.net;Diploma
11180;Fantini;Jacopo;26/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001180;fantini.jacopo@studenti.its.net;Diploma
11181;Lisi;Alessandro;27/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001181;lisi.alessandro@studenti.its.net;Diploma
11182;Papandrea;Samuele;28/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001182;papandrea.samuele@studenti.its.net;Diploma
11183;Xhemolari;Eduard;29/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001183;xhemolari.eduard@studenti.its.net;Diploma
11184;Maci;Marco;30/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001184;maci.marco@studenti.its.net;Diploma
11185;Benassi;Riccardo;31/03/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001185;benassi.riccardo@studenti.its.net;Diploma
11186;Quatrana;Simone;01/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001186;quatrana.simone@studenti.its.net;Diploma
11187;De pino;Cristian;02/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001187;depino.cristian@studenti.its.net;Diploma
11188;Macciocca;Alberto;03/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001188;macciocca.alberto@studenti.its.net;Diploma
11189;Pelorossi;Cristiano;04/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001189;pelorossi.cristiano@studenti.its.net;Diploma
11190;Giovannetti;Andrea;05/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001190;giovannetti.andrea@studenti.its.net;Diploma
11191;Minotti;Diego;06/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001191;minotti.diego@studenti.its.net;Diploma
11192;Di lauro;Francesco;07/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001192;dilauro.francesco@studenti.its.net;Diploma
11193;Marcoccia;Danilo;08/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001193;marcoccia.danilo@studenti.its.net;Diploma
11194;Fontana;Sara;09/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001194;fontana.sara@studenti.its.net;Diploma
11195;Martinelli;Luca;10/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001195;martinelli.luca@studenti.its.net;Diploma
11196;Leoni;Cristiano;11/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001196;leoni.cristiano@studenti.its.net;Diploma
11197;Pica;Diego;12/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001197;pica.diego@studenti.its.net;Diploma
11198;Frioni;Federico;13/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001198;frioni.federico@studenti.its.net;Diploma
11199;Sangiovanni;Alessandro;14/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001199;sangiovanni.alessandro@studenti.its.net;Diploma
11200;Di paola;Matteo;15/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001200;dipaola.matteo@studenti.its.net;Diploma
11201;Misino;Francesco;16/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001201;misino.francesco@studenti.its.net;Diploma
11202;Renzi;Gianluigi;17/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001202;renzi.gianluigi@studenti.its.net;Diploma
11203;Gabutti;Federico;18/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001203;gabutti.federico@studenti.its.net;Diploma
11204;Stamenkovski;Kevin;19/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001204;stamenkovski.kevin@studenti.its.net;Diploma
11205;Basso;Marco;20/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001205;basso.marco@studenti.its.net;Diploma
11206;Giacosa;Andrea;21/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001206;giacosa.andrea@studenti.its.net;Diploma
11207;Boarino;Vanessa Azzurra;22/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001207;boarino.vanessaazzurra@studenti.its.net;Diploma
11208;Boffa;Sathya;23/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001208;boffa.sathya@studenti.its.net;Diploma
11209;Currado;Filippo;24/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001209;currado.filippo@studenti.its.net;Diploma
11210;Pavese;Matteo;25/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001210;pavese.matteo@studenti.its.net;Diploma
11211;Eirale;Emanuele;26/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001211;eirale.emanuele@studenti.its.net;Diploma
11212;Giordano;Simone;27/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001212;giordano.simone@studenti.its.net;Diploma
11213;Vignola;Arianna;28/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001213;vignola.arianna@studenti.its.net;Diploma
11214;Masuello;Beatrice;29/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001214;masuello.beatrice@studenti.its.net;Diploma
11215;Fontana;Edoardo;30/04/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001215;fontana.edoardo@studenti.its.net;Diploma
11216;Revello;Leonardo;01/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001216;revello.leonardo@studenti.its.net;Diploma
11217;Marenco;Lorenzo;02/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001217;marenco.lorenzo@studenti.its.net;Diploma
11218;Silvestro;Matteo;03/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001218;silvestro.matteo@studenti.its.net;Diploma
11219;Cocino;Gabriele;04/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001219;cocino.gabriele@studenti.its.net;Diploma
11220;Carleo;Mauro;05/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001220;carleo.mauro@studenti.its.net;Diploma
11221;Feciale;Petra;06/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001221;feciale.petra@studenti.its.net;Diploma
11222;Rora;Gioele;07/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001222;rora.gioele@studenti.its.net;Diploma
11223;Sigliano;Sofia;08/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001223;sigliano.sofia@studenti.its.net;Diploma
11224;Morando;Pietro;09/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001224;morando.pietro@studenti.its.net;Diploma
11225;Demidovich;Alexander;10/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001225;demidovich.alexander@studenti.its.net;Diploma
11226;Cappellin;Alessandro;11/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001226;cappellin.alessandro@studenti.its.net;Diploma
11227;Vaccarezza;Emanuele;12/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001227;vaccarezza.emanuele@studenti.its.net;Diploma
11228;Zito;Simone;13/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001228;zito.simone@studenti.its.net;Diploma
11229;Conte;Valerio;14/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001229;conte.valerio@studenti.its.net;Diploma
11230;Marrasse;Badr;15/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001230;marrasse.badr@studenti.its.net;Diploma
11231;Scola;Marco;16/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001231;scola.marco@studenti.its.net;Diploma
11232;Iannelli;Matilde;17/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001232;iannelli.matilde@studenti.its.net;Diploma
11233;Montano;Francesco;18/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001233;montano.francesco@studenti.its.net;Diploma
11234;Munna;Giuseppe Davide;19/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001234;munna.giuseppedavide@studenti.its.net;Diploma
11235;Cacciatore;Manuel;20/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001235;cacciatore.manuel@studenti.its.net;Diploma
11236;Calvaruso;Riccardo;21/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001236;calvaruso.riccardo@studenti.its.net;Diploma
11237;Mazzurco;Gabriele;22/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001237;mazzurco.gabriele@studenti.its.net;Diploma
11238;Pirrone;Vincenzo;23/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001238;pirrone.vincenzo@studenti.its.net;Diploma
11239;Liotta;Raimondo;24/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001239;liotta.raimondo@studenti.its.net;Diploma
11240;La fata;Giuseppe Francesco;25/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001240;lafata.giuseppefrancesco@studenti.its.net;Diploma
11241;Cruciata;Alexander;26/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001241;cruciata.alexander@studenti.its.net;Diploma
11242;Vaccaro notte;Pietro Davide;27/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001242;vaccaronotte.pietrodavide@studenti.its.net;Diploma
11243;Abate;Carla Rita;28/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001243;abate.carlarita@studenti.its.net;Diploma
11244;Galioto;Giorgio;29/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001244;galioto.giorgio@studenti.its.net;Diploma
11245;Ezzaym;Ali;30/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001245;ezzaym.ali@studenti.its.net;Diploma
11246;Manzella;Vincenzo Emanuele;31/05/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001246;manzella.vincenzoemanuele@studenti.its.net;Diploma
11247;Mannina;Davide;01/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001247;mannina.davide@studenti.its.net;Diploma
11248;Romano;Gabriele;02/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001248;romano.gabriele@studenti.its.net;Diploma
11249;Cusumano;Vincenzo;03/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001249;cusumano.vincenzo@studenti.its.net;Diploma
11250;Cataldo;Fabio;04/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001250;cataldo.fabio@studenti.its.net;Diploma
11251;Calderone;Fortunato;05/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001251;calderone.fortunato@studenti.its.net;Diploma
11252;Raiano;Vanessa;06/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001252;raiano.vanessa@studenti.its.net;Diploma
11253;Saullo;Filippo;07/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001253;saullo.filippo@studenti.its.net;Diploma
11254;Pipitone;Alessandra;08/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001254;pipitone.alessandra@studenti.its.net;Diploma
11255;Cusumano;Filippo Karol;09/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001255;cusumano.filippokarol@studenti.its.net;Diploma
11256;Miciletto;Francesco;10/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001256;miciletto.francesco@studenti.its.net;Diploma
11257;Vaccaro;Stefano;11/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001257;vaccaro.stefano@studenti.its.net;Diploma
11258;Giuliani;Piero;12/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001258;giuliani.piero@studenti.its.net;Diploma
11259;De stena;Laura;13/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001259;destena.laura@studenti.its.net;Diploma
11260;Caruso;Giulia;14/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001260;caruso.giulia@studenti.its.net;Diploma
11261;Cocco;Francesco;15/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001261;cocco.francesco@studenti.its.net;Diploma
11262;Marchese;Giulio;16/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001262;marchese.giulio@studenti.its.net;Diploma
11263;Marchesato;Mauro;17/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001263;marchesato.mauro@studenti.its.net;Diploma
11264;Conciello;Murizio;18/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001264;conciello.murizio@studenti.its.net;Diploma
11265;De blasi;Andrea;19/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001265;deblasi.andrea@studenti.its.net;Diploma
11266;Di stefano;Lorena;20/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001266;distefano.lorena@studenti.its.net;Diploma
11267;Balocco;Maria;21/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001267;balocco.maria@studenti.its.net;Diploma
11268;Barlocco;Francesca;22/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001268;barlocco.francesca@studenti.its.net;Diploma
11269;Casini;Giuliana;23/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001269;casini.giuliana@studenti.its.net;Diploma
11270;Sampietro;Silvia;24/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001270;sampietro.silvia@studenti.its.net;Diploma
11271;Cerrina;Simone;25/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001271;cerrina.simone@studenti.its.net;Diploma
11272;Cesco;Francesco;26/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001272;cesco.francesco@studenti.its.net;Diploma
11273;Alibrando;Roberto;27/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001273;alibrando.roberto@studenti.its.net;Diploma
11274;Alibrandi;Roberta;28/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001274;alibrandi.roberta@studenti.its.net;Diploma
11275;Cataldi;Andrea;29/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001275;cataldi.andrea@studenti.its.net;Diploma
11276;Carli;Anna;30/06/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001276;carli.anna@studenti.its.net;Diploma
11277;Carletto;Antonio;01/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001277;carletto.antonio@studenti.its.net;Diploma
11278;Carlino;Lorena;02/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001278;carlino.lorena@studenti.its.net;Diploma
11279;Carlini;Loretta;03/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001279;carlini.loretta@studenti.its.net;Diploma
11280;Coluccio;Roberto;04/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001280;coluccio.roberto@studenti.its.net;Diploma
11281;Gianfri;Francesco;05/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001281;gianfri.francesco@studenti.its.net;Diploma
11282;Giacobbe;Alessandro;06/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001282;giacobbe.alessandro@studenti.its.net;Diploma
11283;Cau;Valerio;07/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001283;cau.valerio@studenti.its.net;Diploma
11284;Dattola;Andrea;08/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001284;dattola.andrea@studenti.its.net;Diploma
11285;Dattilo;Roberta;09/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001285;dattilo.roberta@studenti.its.net;Diploma
11286;Dorianello;Alessandra;10/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001286;dorianello.alessandra@studenti.its.net;Diploma
11287;Miglio;Alessandro;11/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001287;miglio.alessandro@studenti.its.net;Diploma
11288;Maglie;Andrea;12/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001288;maglie.andrea@studenti.its.net;Diploma
11289;Moglie;Maria;13/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001289;moglie.maria@studenti.its.net;Diploma
11290;Sturari;Alessandra;14/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001290;sturari.alessandra@studenti.its.net;Diploma
11291;Sturello;Francesco;15/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001291;sturello.francesco@studenti.its.net;Diploma
11292;Zaccone;Giuseppe;16/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001292;zaccone.giuseppe@studenti.its.net;Diploma
11293;Zito;Roberto;17/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001293;zito.roberto@studenti.its.net;Diploma
11294;Zucco;Alessandra;18/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001294;zucco.alessandra@studenti.its.net;Diploma
11295;Zazzera;Francesca;19/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001295;zazzera.francesca@studenti.its.net;Diploma
11296;Paolillo;Andrea;20/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001296;paolillo.andrea@studenti.its.net;Diploma
11297;Paone;Alessandra;21/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001297;paone.alessandra@studenti.its.net;Diploma
11298;Paoletti;Simone;22/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001298;paoletti.simone@studenti.its.net;Diploma
11299;Pollo;Gennaro;23/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001299;pollo.gennaro@studenti.its.net;Diploma
11300;Capra;Anna;24/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001300;capra.anna@studenti.its.net;Diploma
11301;Cipro;Antonio;25/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001301;cipro.antonio@studenti.its.net;Diploma
11302;Coppola;Simone;26/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001302;coppola.simone@studenti.its.net;Diploma
11303;Chiapello;Andrea;27/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001303;chiapello.andrea@studenti.its.net;Diploma
11304;Chieppa;Giacomo;28/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001304;chieppa.giacomo@studenti.its.net;Diploma
11305;Cosco;Silvia;29/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001305;cosco.silvia@studenti.its.net;Diploma
11306;Casco;Michele;30/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001306;casco.michele@studenti.its.net;Diploma
11307;Ceppi;Paola;31/07/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001307;ceppi.paola@studenti.its.net;Diploma
11308;Quazza;Mattia;01/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001308;quazza.mattia@studenti.its.net;Diploma
11309;Querio;Simone;02/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001309;querio.simone@studenti.its.net;Diploma
11310;Maiulati;Andrea;03/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001310;maiulati.andrea@studenti.its.net;Diploma
11311;Mastello;Antonella;04/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001311;mastello.antonella@studenti.its.net;Diploma
11312;Mostello;Giacomo;05/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001312;mostello.giacomo@studenti.its.net;Diploma
11313;Mirenzi;Francesca;06/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001313;mirenzi.francesca@studenti.its.net;Diploma
11314;Morbelli;Sofia;07/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001314;morbelli.sofia@studenti.its.net;Diploma
11315;Lo presti;Paolo;08/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001315;lopresti.paolo@studenti.its.net;Diploma
11316;Nizar;Antonella;09/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001316;nizar.antonella@studenti.its.net;Diploma
11317;Macrì;Maurizio;10/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001317;macrì.maurizio@studenti.its.net;Diploma
11318;Rania;Giacomo;11/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001318;rania.giacomo@studenti.its.net;Diploma
11319;Valentino;Simone;12/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001319;valentino.simone@studenti.its.net;Diploma
11320;Giacometti;Antonella;13/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001320;giacometti.antonella@studenti.its.net;Diploma
11321;Antonelli;Ilaria;14/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001321;antonelli.ilaria@studenti.its.net;Diploma
11322;Occhiello;Andrea;15/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001322;occhiello.andrea@studenti.its.net;Diploma
11323;Ombrello;Ilaria;16/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001323;ombrello.ilaria@studenti.its.net;Diploma
11324;Aragona;Paolo;17/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001324;aragona.paolo@studenti.its.net;Diploma
11325;Ali;Paola;18/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001325;ali.paola@studenti.its.net;Diploma
11326;Maffucci;Sofia;19/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001326;maffucci.sofia@studenti.its.net;Diploma
11327;Conversano;Vito;20/08/2003;Torino;Via Cibrario, NN;10143;Torino;TO;3300001327;conversano.vito@studenti.its.net;Diploma
